0, 0.000000, 1.000000, 0.000000, 1, 1
1, 35.867294, 12.440720, 6.148203, 0, 1
2, 61.515800, 11.223239, 6.234753, 1, 1
3, 70.445229, 13.333856, 5.235512, 2, 1
4, 72.699234, 13.241714, 3.235696, 3, 1
5, 82.761185, 7.890173, 0.235696, 3, 1
6, 74.338463, 5.683146, 0.000000, 2, 1
7, 69.012436, 2.099019, 0.000000, 1, 1
8, 66.052399, 0.315804, 0.000000, 0, 1
9, 60.530617, 0.604122, 0.054987, 0, 1
10, 41.033646, 4.614481, 6.717535, 0, 1
11, 47.862236, 4.052063, 10.122714, 1, 1
0, 47.127182, 7.572194, 14.228197, 2, 1
1, 55.108376, 13.035791, 13.065503, 3, 1
2, 52.109818, 14.709704, 11.729021, 4, 1
3, 73.754051, 14.234959, 7.729106, 5, 1
4, 82.390694, 12.694701, 2.729106, 6, 1
5, 80.227150, 10.445941, 0.000000, 5, 1
6, 70.504951, 3.761499, 0.000000, 4, 1
7, 82.020294, 2.793900, 0.000000, 3, 1
8, 67.160515, 0.000000, 0.000000, 2, 1
9, 62.891026, 1.482207, 0.000000, 1, 1
10, 48.441544, 3.232361, 1.791610, 0, 1
11, 43.281509, 7.380392, 9.336860, 1, 1
0, 43.109158, 7.624179, 16.059147, 2, 1
1, 50.821476, 12.234515, 16.713633, 3, 1
2, 64.141739, 14.394991, 13.735470, 4, 1
3, 70.447968, 13.039192, 9.736242, 5, 1
4, 73.735641, 11.956982, 4.736341, 6, 1
5, 78.234932, 10.340310, 0.000000, 5, 1
6, 77.001068, 4.350579, 0.000000, 4, 1
7, 83.717545, 2.678794, 0.000000, 3, 1
8, 60.221191, 0.000000, 0.000000, 2, 1
9, 51.411949, 1.587338, 0.000000, 1, 1
10, 44.394638, 4.641373, 4.567506, 0, 1
11, 37.378742, 5.451053, 11.399287, 1, 1
0, 38.758080, 8.604177, 19.090546, 2, 1
1, 36.065063, 11.947586, 24.512604, 3, 1
2, 58.538799, 13.355902, 21.771257, 4, 1
3, 66.685287, 12.668402, 17.778028, 5, 1
4, 76.206528, 11.085840, 12.778046, 6, 1
5, 83.194473, 7.688356, 6.778046, 7, 1
6, 81.479240, 7.166811, 0.000000, 6, 1
7, 72.981041, 4.241144, 0.000000, 5, 1
8, 65.794327, 2.650755, 0.000000, 4, 1
9, 54.569393, 0.000000, 0.000000, 3, 1
10, 42.082817, 3.935600, 2.965982, 2, 1
11, 50.444382, 5.080508, 3.339468, 2, 1
0, 44.552990, 7.334573, 8.152807, 3, 1
1, 50.164165, 10.928586, 8.328416, 4, 1
2, 52.723389, 12.823711, 5.974905, 5, 1
3, 72.943268, 13.004155, 0.975064, 5, 1
4, 68.896629, 11.408884, 0.000000, 4, 1
5, 73.974937, 9.685596, 0.000000, 3, 1
6, 84.396873, 6.322556, 0.000000, 2, 1
7, 79.228516, 1.181275, 0.000000, 1, 1
8, 70.360573, 1.776464, 0.000000, 0, 1
9, 59.540062, 1.052111, 0.088783, 0, 1
10, 43.674034, 2.866052, 4.815861, 0, 1
11, 39.590286, 6.537600, 12.785695, 1, 1
0, 33.076595, 10.408552, 17.349155, 2, 1
1, 37.337147, 11.517882, 23.542130, 3, 1
2, 49.386280, 12.930021, 23.964561, 4, 1
3, 62.801090, 13.637474, 20.008106, 5, 1
4, 69.263885, 12.281608, 15.009737, 6, 1
5, 80.629059, 9.365551, 9.009738, 7, 1
6, 87.711456, 7.083660, 2.009738, 8, 1
7, 81.230835, 1.168004, 0.000000, 7, 1
8, 75.045837, 0.000000, 0.000000, 6, 1
9, 50.964722, 1.283193, 0.000000, 5, 1
10, 49.165668, 2.574779, 0.000000, 4, 1
11, 37.552231, 6.305030, 3.394828, 3, 1
